"Date","q","h","e","p","r"
1990-02-23,11.7918661100354,44.36,2.2,0,20.8
1990-02-24,9.80326333807147,44.35,4.6,0,11.7
1990-02-25,8.78055334106148,44.35,3.4,0,7.02
1990-02-26,8.4025002866112,44.35,3.9,1.1,5.29
1990-02-27,8.4025002866112,44.38,7.2,0,5.29
1990-02-28,8.4025002866112,44.39,5.9,0,5.29
1990-03-01,8.4025002866112,44.39,7.1,0,5.29
1990-03-02,8.4025002866112,44.39,4.5,0,5.29
1990-03-03,8.4025002866112,44.39,3.3,0,5.29
1990-03-04,8.4025002866112,44.39,4.7,0.5,5.29
1990-03-05,8.4025002866112,44.39,2.9,0,5.29
1990-03-06,8.4025002866112,44.4,2.5,1,5.29
1990-03-07,8.4025002866112,44.4,6.6,0,5.29
1990-03-08,8.4025002866112,44.4,7.4,0,5.29
1990-03-09,8.33475667569815,44.4,7.7,0,4.98
1990-03-10,8.40468556438259,44.4,8.4,0,5.3
1990-03-11,8.40468556438259,44.41,7.8,1.1,5.3
1990-03-12,8.40468556438259,44.43,3.7,4.2,5.3
1990-03-13,8.4025002866112,44.44,5,0,5.29
1990-03-14,8.4025002866112,44.44,5.6,0,5.29
1990-03-15,8.4025002866112,44.44,6.2,0,5.29
1990-03-16,8.39375917552564,44.44,4,0,5.25
1990-03-17,8.4025002866112,44.44,5.7,0.5,5.29
1990-03-18,8.40031500883981,44.44,5,0,5.28
1990-03-19,8.40031500883981,44.45,5,10.8,5.28
1990-03-20,8.4025002866112,44.45,4.3,0,5.29
1990-03-21,8.15774917621565,44.47,5.5,21.5,4.17
1990-03-22,8.14245223181592,44.48,4.2,0,4.1
1990-03-23,8.14245223181592,44.49,3.3,0,4.1
1990-03-24,8.14245223181592,44.54,5.4,36,4.1
1990-03-25,8.14245223181592,44.55,3.1,0,4.1
1990-03-26,8.14245223181592,44.56,3.6,0,4.1
1990-03-27,8.14245223181592,44.57,4.5,1.5,4.1
1990-03-28,8.14463750958731,44.58,2.7,0,4.11
1990-03-29,8.14463750958731,44.59,2.2,0,4.11
1990-03-30,8.14463750958731,44.59,3.8,0,4.11
1990-03-31,8.1468227873587,44.59,4,0,4.12
1990-04-01,8.1468227873587,44.6,6.1,19.8,4.12
1990-04-02,7.95451834347648,44.61,3.1,0,3.24
1990-04-03,7.49123945594204,44.63,3.7,0.3,1.12
1990-04-04,8.1468227873587,44.64,1.1,14.1,4.12
1990-04-05,8.1468227873587,44.67,5.5,0,4.12
1990-04-06,8.14900806513009,44.7,3.6,0,4.13
1990-04-07,8.14900806513009,44.71,2.9,0,4.13
1990-04-08,8.14900806513009,44.73,3.3,1.9,4.13
1990-04-09,8.14900806513009,44.74,2,0,4.13
1990-04-10,8.14900806513009,44.76,3.5,0,4.13
1990-04-11,8.14900806513009,44.76,3.8,0,4.13
1990-04-12,8.14900806513009,44.77,5,0,4.13
1990-04-13,8.14900806513009,44.78,2.8,0,4.13
1990-04-14,8.14900806513009,44.79,3.7,0,4.13
1990-04-15,8.14900806513009,44.8,5.3,0,4.13
1990-04-16,8.14900806513009,44.81,3.2,2.1,4.13
1990-04-17,8.14900806513009,44.81,1.9,0,4.13
1990-04-18,7.95451834347648,44.81,5.4,0,3.24
1990-04-19,8.05504112096037,44.83,1,0.4,3.7
1990-04-20,8.05504112096037,44.83,1.9,5,3.7
1990-04-21,8.05504112096037,44.83,3.8,0,3.7
1990-04-22,8.05504112096037,44.83,3.6,0,3.7
1990-04-23,8.05504112096037,44.84,5.5,0,3.7
1990-04-24,8.05504112096037,44.85,1.6,0,3.7
1990-04-25,8.05504112096037,44.85,4.3,0,3.7
1990-04-26,8.05504112096037,44.87,3,0,3.7
1990-04-27,8.05504112096037,44.87,2.5,0,3.7
1990-04-28,8.05504112096037,44.88,4.2,0,3.7
1990-04-29,8.05504112096037,44.89,3.8,13.4,3.7
1990-04-30,8.05504112096037,44.89,4,0,3.7
1990-05-01,8.05504112096037,44.9,5,0,3.7
1990-05-02,8.05504112096037,44.91,4.9,0,3.7
1990-05-03,8.05504112096037,44.92,5.5,0,3.7
1990-05-04,8.05504112096037,44.92,3.8,0.5,3.7
1990-05-05,8.05504112096037,44.92,4,0,3.7
1990-05-06,8.05504112096037,44.93,3.1,1,3.7
1990-05-07,8.05504112096037,44.93,2.7,0,3.7
1990-05-08,8.05504112096037,44.93,2.7,0,3.7
1990-05-09,8.05504112096037,44.93,6,0,3.7
1990-05-10,8.05504112096037,44.93,6,0,3.7
1990-05-11,8.05504112096037,44.93,1.2,0.1,3.7
1990-05-12,8.05504112096037,44.93,2.4,0,3.7
1990-05-13,8.05504112096037,44.94,2.6,0,3.7
1990-05-14,8.05504112096037,44.94,3.2,0,3.7
1990-05-15,8.05504112096037,44.95,3.5,0,3.7
1990-05-16,8.05504112096037,44.95,2.3,0.5,3.7
1990-05-17,8.05504112096037,44.95,1.8,0,3.7
1990-05-18,8.05504112096037,44.96,3.2,0,3.7
1990-05-19,8.05504112096037,44.97,1,1.2,3.7
1990-05-20,8.05504112096037,44.98,5.7,0,3.7
1990-05-21,8.05504112096037,44.98,4.3,0,3.7
1990-05-22,8.05504112096037,44.98,2.7,1.6,3.7
1990-05-23,8.05504112096037,44.98,3.4,0,3.7
1990-05-24,8.05504112096037,44.98,3.2,0,3.7
1990-05-25,8.05504112096037,44.98,2.7,0,3.7
1990-05-26,8.05504112096037,44.97,4.3,0,3.7
1990-05-27,8.05504112096037,44.97,4.4,0,3.7
1990-05-28,8.05504112096037,44.96,2.2,0,3.7
1990-05-29,8.05504112096037,44.95,4.2,0,3.7
1990-05-30,8.05504112096037,44.94,2.3,0,3.7
1990-05-31,8.05504112096037,44.93,2.5,0,3.7
1990-06-01,8.05504112096037,44.92,2.6,0,3.7
1990-06-02,8.05504112096037,44.92,4.1,0,3.7
1990-06-03,8.05504112096037,44.91,4.8,0,3.7
1990-06-04,8.05504112096037,44.9,4.3,0,3.7
1990-06-05,8.05504112096037,44.9,3.3,0,3.7
1990-06-06,8.05504112096037,44.9,2.8,0,3.7
1990-06-07,8.05504112096037,44.9,3.6,0,3.7
1990-06-08,8.05504112096037,44.9,1.8,0,3.7
1990-06-09,7.98292695450454,44.9,3,0,3.37
1990-06-10,7.90207167696315,44.9,3.3,0,3
1990-06-11,7.90207167696315,44.9,3.3,0,3
1990-06-12,7.90207167696315,44.89,3,0,3
1990-06-13,7.90207167696315,44.89,2.3,0,3
1990-06-14,7.90207167696315,44.89,2.5,0,3
1990-06-15,7.90207167696315,44.9,2.5,0,3
1990-06-16,7.90207167696315,44.9,2.7,0,3
1990-06-17,7.90207167696315,44.9,3.3,0,3
1990-06-18,7.90207167696315,44.9,4.1,0,3
1990-06-19,7.90207167696315,44.9,2.3,0,3
1990-06-20,7.90207167696315,44.9,3.8,0,3
1990-06-21,7.90207167696315,44.9,3.6,0,3
1990-06-22,7.90207167696315,44.9,4.2,0,3
1990-06-23,7.90207167696315,44.91,2.3,0,3
1990-06-24,7.90207167696315,44.91,4,0,3
1990-06-25,7.90207167696315,44.91,4.7,0,3
1990-06-26,7.90207167696315,44.91,2.2,0,3
1990-06-27,7.90207167696315,44.91,2.2,0,3
1990-06-28,7.90207167696315,44.91,3.5,0,3
1990-06-29,7.90207167696315,44.93,3.4,0,3
1990-06-30,7.90207167696315,44.94,4.4,0,3
1990-07-01,7.90207167696315,44.94,3.1,0,3
1990-07-02,7.90207167696315,44.94,1,0,3
1990-07-03,7.90207167696315,44.94,5.7,0,3
1990-07-04,7.90207167696315,44.94,2.8,0,3
1990-07-05,7.90207167696315,44.94,1.5,0,3
1990-07-06,7.90207167696315,44.94,1.1,0,3
1990-07-07,7.90207167696315,44.94,1.5,0,3
1990-07-08,7.90207167696315,44.94,1.7,0,3
1990-07-09,7.90207167696315,44.94,3.3,0,3
1990-07-10,8.03318834324648,44.94,3.1,0,3.6
1990-07-11,8.05504112096037,44.94,2.6,0,3.7
1990-07-12,8.05504112096037,44.94,2.4,0,3.7
1990-07-13,8.05504112096037,44.94,3.3,0,3.7
1990-07-14,8.05504112096037,44.94,2.6,0,3.7
1990-07-15,8.05504112096037,44.94,4.2,0,3.7
1990-07-16,8.05504112096037,44.94,3.2,0,3.7
1990-07-17,8.05504112096037,44.94,3.5,0,3.7
1990-07-18,8.05504112096037,44.94,4.2,0.4,3.7
1990-07-19,8.05504112096037,44.94,2.2,0,3.7
1990-07-20,8.05504112096037,44.94,3.8,0,3.7
1990-07-21,8.05504112096037,44.94,2.6,0,3.7
1990-07-22,8.05504112096037,44.94,2.3,0,3.7
1990-07-23,8.05504112096037,44.94,4.6,0,3.7
1990-07-24,8.05504112096037,44.94,6.2,0,3.7
1990-07-25,8.05504112096037,44.94,2.4,0,3.7
1990-07-26,8.05504112096037,44.94,1.8,0,3.7
1990-07-27,8.05504112096037,44.94,2.5,0,3.7
1990-07-28,8.05504112096037,44.94,3.3,0,3.7
1990-07-29,8.05504112096037,44.94,4,0,3.7
1990-07-30,8.05504112096037,44.94,2.5,0,3.7
1990-07-31,8.05722639873176,44.94,2.8,0,3.71
1990-08-01,8.05722639873176,44.95,4,0,3.71
1990-08-02,8.05722639873176,44.95,3.7,0,3.71
1990-08-03,8.05722639873176,44.95,3.5,0,3.71
1990-08-04,8.05722639873176,44.95,2,0,3.71
1990-08-05,8.05722639873176,44.95,3,0,3.71
1990-08-06,8.05722639873176,44.95,2.2,0,3.71
1990-08-07,8.05722639873176,44.95,2,0,3.71
1990-08-08,8.05722639873176,44.95,4.6,0,3.71
1990-08-09,8.05722639873176,44.94,4.9,0,3.71
1990-08-10,8.05722639873176,44.94,5.5,0,3.71
1990-08-11,8.05722639873176,44.94,6.1,0,3.71
1990-08-12,8.05722639873176,44.94,2.6,0,3.71
1990-08-13,8.05722639873176,44.94,2.9,0,3.71
1990-08-14,8.05722639873176,44.93,2.8,0,3.71
1990-08-15,8.05504112096037,44.93,4.3,0,3.7
1990-08-16,8.05722639873176,44.93,4.5,0,3.71
1990-08-17,8.05722639873176,44.94,3.5,0,3.71
1990-08-18,8.05504112096037,44.93,3.5,0.4,3.7
1990-08-19,8.05722639873176,44.93,5.2,0,3.71
1990-08-20,8.05722639873176,44.93,4.8,0,3.71
1990-08-21,8.05504112096037,44.93,4.9,0,3.7
1990-08-22,8.05504112096037,44.92,3.2,0,3.7
1990-08-23,8.05504112096037,44.92,4.4,0,3.7
1990-08-24,8.05504112096037,44.91,4.4,0,3.7
1990-08-25,8.05504112096037,44.91,5.2,0,3.7
1990-08-26,8.05504112096037,44.91,4.6,0,3.7
1990-08-27,8.05504112096037,44.91,5.7,0,3.7
1990-08-28,8.05504112096037,44.91,5.7,0,3.7
1990-08-29,8.05504112096037,44.91,2,1,3.7
1990-08-30,8.05504112096037,44.91,2,3.2,3.7
1990-08-31,8.05504112096037,44.91,5.8,0,3.7
1990-09-01,8.05504112096037,44.91,4.3,0,3.7
1990-09-02,8.05504112096037,44.91,3.7,0,3.7
1990-09-03,8.05504112096037,44.91,4.4,0,3.7
1990-09-04,8.05504112096037,44.91,4,0,3.7
1990-09-05,8.56858139723676,44.91,3.5,0,6.05
1990-09-06,8.96193139608675,44.91,5.8,0,7.85
1990-09-07,9.23072056196759,44.9,3.2,0,9.08
1990-09-08,9.45361889464925,44.9,6.4,0,10.1
1990-09-09,9.45361889464925,44.89,2.2,0,10.1
1990-09-10,9.45361889464925,44.88,2,0,10.1
1990-09-11,9.45361889464925,44.86,5.1,0,10.1
1990-09-12,9.47547167236314,44.84,7.1,0,10.2
1990-09-13,9.47547167236314,44.82,3.5,0,10.2
1990-09-14,9.47547167236314,44.8,7.2,0,10.2
1990-09-15,9.47547167236314,44.78,4.1,0,10.2
1990-09-16,9.47547167236314,44.76,4.2,0,10.2
1990-09-17,9.47547167236314,44.75,3.1,0,10.2
1990-09-18,9.47547167236314,44.73,4.6,0,10.2
1990-09-19,9.86882167121314,44.71,4.8,0,12
1990-09-20,9.97808555978258,44.68,3.2,0,12.5
1990-09-21,10.4369938917742,44.65,4.7,0,14.6
1990-09-22,10.5025522249159,44.62,6.3,0,14.9
1990-09-23,10.5025522249159,44.6,5.5,0,14.9
1990-09-24,10.4151411140604,44.58,4.7,0,14.5
1990-09-25,10.5025522249159,44.56,4.6,0,14.9
1990-09-26,9.1695327843687,44.53,6.2,0,8.8
1990-09-27,8.01570612107537,44.51,6,0,3.52
1990-09-28,8.01570612107537,44.5,7.7,0,3.52
1990-09-29,8.01570612107537,44.5,6.7,0,3.52
1990-09-30,7.24648834554648,44.5,4.5,0,0
1990-10-01,8.01570612107537,44.5,4,0,3.52
1990-10-02,8.01570612107537,44.5,5.9,0,3.52
1990-10-03,8.01570612107537,44.5,2.9,0,3.52
1990-10-04,8.01570612107537,44.5,3.6,0,3.52
1990-10-05,8.01570612107537,44.49,7,0,3.52
1990-10-06,8.01570612107537,44.49,8.3,0.5,3.52
1990-10-07,8.01570612107537,44.48,4.7,34.3,3.52
1990-10-08,8.01570612107537,44.49,0.6,1.8,3.52
1990-10-09,8.01570612107537,44.5,2.6,0,3.52
1990-10-10,8.01570612107537,44.52,6.6,0,3.52
1990-10-11,8.01570612107537,44.53,6.6,0,3.52
1990-10-12,8.01570612107537,44.54,9.8,0,3.52
1990-10-13,8.01570612107537,44.56,5,0.5,3.52
1990-10-14,8.01570612107537,44.56,2.3,0,3.52
1990-10-15,8.01570612107537,44.56,11.7,0,3.52
1990-10-16,8.01570612107537,44.56,4.3,0,3.52
1990-10-17,8.01570612107537,44.56,5.1,0,3.52
1990-10-18,8.01570612107537,44.56,7.2,6.4,3.52
1990-10-19,8.01570612107537,44.56,8.5,0,3.52
1990-10-20,8.01570612107537,44.56,5.5,0,3.52
1990-10-21,8.01570612107537,44.56,5,0,3.52
1990-10-22,8.01570612107537,44.56,7,0,3.52
1990-10-23,8.01570612107537,44.52,4.9,0,3.52
1990-10-24,8.01570612107537,44.5,4.6,0.4,3.52
1990-10-25,8.01570612107537,44.49,2.2,0,3.52
1990-10-26,8.01570612107537,44.48,3.7,0,3.52
1990-10-27,8.01570612107537,44.48,4.8,0,3.52
1990-10-28,8.01570612107537,44.48,4.7,0,3.52
1990-10-29,8.01352084330398,44.48,7.3,0,3.51
1990-10-30,8.01352084330398,44.47,7,0,3.51
1990-10-31,8.01352084330398,44.46,4.5,0,3.51
1990-11-01,8.01352084330398,44.46,6,0,3.51
1990-11-02,8.01352084330398,44.46,6.4,0,3.51
1990-11-03,8.01352084330398,44.46,5.8,0,3.51
1990-11-04,8.01352084330398,44.46,7,0,3.51
1990-11-05,8.01352084330398,44.46,8.7,8.1,3.51
1990-11-06,8.01352084330398,44.46,4.4,0,3.51
1990-11-07,8.01352084330398,44.46,2.6,0,3.51
1990-11-08,8.01352084330398,44.46,5.9,0,3.51
1990-11-09,8.01352084330398,44.46,6.9,0,3.51
1990-11-10,8.01352084330398,44.45,8.5,0,3.51
1990-11-11,8.01352084330398,44.44,6.2,0,3.51
1990-11-12,8.01352084330398,44.43,7.8,0,3.51
1990-11-13,8.01352084330398,44.42,7.7,0,3.51
1990-11-14,8.01352084330398,44.42,8.8,0,3.51
1990-11-15,8.01352084330398,44.42,5.9,12,3.51
1990-11-16,8.01352084330398,44.43,2.2,0,3.51
1990-11-17,8.01352084330398,44.43,5.5,0,3.51
1990-11-18,8.01352084330398,44.43,6.6,0,3.51
1990-11-19,8.01352084330398,44.43,7.2,0,3.51
1990-11-20,8.01352084330398,44.43,3.9,0,3.51
1990-11-21,8.01352084330398,44.43,3,0,3.51
1990-11-22,8.01352084330398,44.43,3.7,0,3.51
1990-11-23,8.01352084330398,44.43,6.9,3.9,3.51
1990-11-24,8.01352084330398,44.43,4.6,0.3,3.51
1990-11-25,8.01352084330398,44.43,3.1,0,3.51
1990-11-26,8.01352084330398,44.43,4.7,0,3.51
1990-11-27,8.01352084330398,44.43,7.5,0,3.51
1990-11-28,8.01352084330398,44.42,7.5,0,3.51
1990-11-29,8.01352084330398,44.42,8.7,0,3.51
1990-11-30,8.01352084330398,44.42,9,0,3.51
1990-12-01,8.01352084330398,44.37,13.1,0,3.51
1990-12-02,8.01352084330398,44.37,4.9,3.2,3.51
1990-12-03,8.07689389867426,44.37,3,29.2,3.8
1990-12-04,8.01133556553259,44.37,4.2,0.6,3.5
1990-12-05,8.01133556553259,44.37,6.4,43.5,3.5
1990-12-06,8.01133556553259,44.37,1.5,5.6,3.5
1990-12-07,8.01352084330398,44.36,3,9.1,3.51
1990-12-08,8.01352084330398,44.36,2.4,0,3.51
1990-12-09,8.01352084330398,44.36,6.9,0,3.51
1990-12-10,8.01352084330398,44.37,5.2,0,3.51
1990-12-11,8.01352084330398,44.37,2.6,0,3.51
1990-12-12,8.01352084330398,44.38,7.3,0,3.51
1990-12-13,8.01352084330398,44.38,7.1,0,3.51
1990-12-14,8.01352084330398,44.38,5.1,0,3.51
1990-12-15,8.01352084330398,44.38,2.3,2.5,3.51
1990-12-16,8.01352084330398,44.37,6.2,0,3.51
1990-12-17,8.01352084330398,44.36,5.3,1.1,3.51
1990-12-18,8.01352084330398,44.36,4.5,0,3.51
1990-12-19,8.01352084330398,44.36,3.3,0.9,3.51
1990-12-20,8.01133556553259,44.36,1.9,0,3.5
1990-12-21,8.01133556553259,44.35,6.3,0,3.5
1990-12-22,8.01133556553259,44.34,7.1,0,3.5
1990-12-23,8.01133556553259,44.33,7.8,0,3.5
1990-12-24,8.01133556553259,44.33,2.4,3.7,3.5
1990-12-25,8.01133556553259,44.32,4.7,0,3.5
1990-12-26,8.01133556553259,44.32,5.6,0,3.5
1990-12-27,8.01352084330398,44.31,8.6,0,3.51
1990-12-28,8.01133556553259,44.31,5.4,0,3.5
1990-12-29,8.01133556553259,44.3,7,0,3.5
1990-12-30,8.01133556553259,44.3,5.8,0,3.5
1990-12-31,8.01133556553259,44.29,4.7,0.6,3.5
1991-01-01,2.29149710963547,44.28,7,8,3.5
1991-01-02,2.36715385054225,44.28,2.9,1.5,3.5
1991-01-03,28.826466785142,44.28,6,0,3.5
1991-01-04,7.7949188168322,44.37,7.3,0,3.5
1991-01-05,4.9335550361983,44.38,5.4,0.9,3.51
1991-01-06,3.12123478396574,44.38,4.7,0,3.51
1991-01-07,2.36715385054225,44.38,6.5,0,3.51
1991-01-08,5.05710898940789,44.38,11.3,32.6,3.51
1991-01-09,3.80338469444433,44.41,3.5,28.8,3.51
1991-01-10,7.7949188168322,44.44,6.3,0,3.52
1991-01-11,7.15472496573745,44.5,0.9,0,3.52
1991-01-12,7.15472496573745,44.53,6.3,0,3.52
1991-01-13,7.15472496573745,44.56,4.9,0.1,3.52
1991-01-14,7.15472496573745,44.59,3.6,1.6,3.52
1991-01-15,5.84031986715349,44.59,4.6,0,3.52
1991-01-16,3.12123478396574,44.6,8.2,32.9,3.52
1991-01-17,5.05710898940789,44.63,3.7,0.9,3.53
1991-01-18,77.7291432610854,44.98,8.2,0,7.29
1991-01-19,16.8342257309211,45.18,3.7,0,10.6
1991-01-20,9.36717411970122,45.2,6.5,0,10.6
1991-01-21,4.81195876534065,45.2,7.7,0,10.6
1991-01-22,6.69748562160019,45.19,9.1,0,10.6
1991-01-23,3.80338469444433,45.18,4.8,0.9,10.6
1991-01-24,3.80338469444433,45.18,9.3,0,10.6
1991-01-25,4.01442844356286,45.17,2.5,33.1,10.6
1991-01-26,20.8898024445011,45.18,2.2,0,10.6
1991-01-27,9.55344784747598,45.2,5.7,0.2,10.6
1991-01-28,6.40336372450502,45.2,2.7,0.5,10.6
1991-01-29,5.43965566480194,45.19,5.3,0,10.6
1991-01-30,5.05710898940789,45.18,4.3,0,10.6
1991-01-31,3.90799077874446,45.17,3.3,40.5,10.6
1991-02-01,4.4587768319428,45.21,0.4,15.9,10.6
1991-02-02,8.64545879243148,45.197,5.5,0,10.6
1991-02-03,11.1298706970577,45.2,6.1,0,10.6
1991-02-04,6.25947325336215,45.2,4.9,0,10.6
1991-02-05,4.69230626783197,45.2,5.4,0,10.6
1991-02-06,4.1227118052097,45.52,6.7,0,10.6
1991-02-07,3.40299287564228,45.18,3.7,6.3,10.6
1991-02-08,6.40336372450504,45.18,1.9,2.3,10.6
1991-02-09,33.2192344767171,45.18,4.8,0,10.6
1991-02-10,16.5658034430874,45.17,3.2,0.7,10.6
1991-02-11,9.1832516437244,45.3,3,0,10.6
1991-02-12,5.18263450931029,45.3,4.4,0,10.6
1991-02-13,4.34487194983263,45.293,4.8,0,10.6
1991-02-14,4.01442844356286,45.28,4.7,6.4,10.6
1991-02-15,4.01442844356286,45.28,6.5,2.7,10.6
1991-02-16,3.70059604709979,45.28,6.7,0,10.6
1991-02-17,45.2548584842679,45.28,1.8,2.5,10.6
1991-02-18,15.7770888578898,45.3,1.8,11.1,10.6
1991-02-19,11.5484132452089,45.31,4.8,0,10.6
1991-02-20,9.74208609226269,45.31,6.4,0,10.6
1991-02-21,6.84774428409125,45.32,5.3,0,10.6
1991-02-22,5.9779650094462,45.33,6.6,0,4.75
1991-02-23,5.18263450931029,45.333,5.9,0.7,3.57
1991-02-24,4.1227118052097,45.35,5.3,0,3.57
1991-02-25,4.34487194983263,45.35,5.9,0,3.57
1991-02-26,3.70059604709979,45.35,5.4,0,3.57
1991-02-27,2.85493528367108,45.34,6.2,0,4.05
1991-02-28,2.60370545470308,45.34,5.5,0,4.11
1991-03-01,2.44439774175247,45.323,8.1,0,4.11
1991-03-02,2.21741285701116,45.31,6.5,0,4.11
1991-03-03,2.9420081188694,45.31,7,0.2,4.11
1991-03-04,4.34487194983263,45.3,7.1,0,4.11
1991-03-05,4.34487194983263,45.3,5,0,3.47
1991-03-06,3.90799077874446,45.29,2,2.3,3.01
1991-03-07,7.6315575269133,45.29,3.8,0,3.01
1991-03-08,6.69748562160019,45.32,1.7,1.4,3.02
1991-03-09,4.4587768319428,45.33,5,0,3.02
1991-03-10,3.80338469444433,45.34,5.6,0,3.02
1991-03-11,3.40299287564228,45.34,5.9,5.1,3.02
1991-03-12,4.4587768319428,45.34,3.3,0,3.01
1991-03-13,4.34487194983263,45.337,3.5,0,3.02
1991-03-14,3.50041435084459,45.317,6.5,0,3.02
1991-03-15,3.59961066557685,45.31,3.6,3.5,3.02
1991-03-16,3.40299287564228,45.31,0.8,4.8,3.02
1991-03-17,4.01442844356286,45.31,2.1,24.9,3.02
1991-03-18,7.00015287737521,45.34,2.4,18.9,3.02
1991-03-19,7.7949188168322,45.36,5.3,0,3.02
1991-03-20,6.40336372450504,45.367,2.3,0,3.02
1991-03-21,5.57117894807834,45.38,5.3,3.2,3.02
1991-03-22,4.34487194983263,45.38,4.5,0,3.02
1991-03-23,7.31147409223551,45.4,3.5,0,3.02
1991-03-24,6.69748562160019,45.4,1.5,1.1,3.02
1991-03-25,6.69748562160019,45.4,1.2,1.8,3.02
1991-03-26,6.40336372450504,45.403,4.3,0,3.02
1991-03-27,6.25947325336215,45.42,4.2,0,3.02
1991-03-28,5.9779650094462,45.43,4.3,0,3.02
1991-03-29,6.69748562160019,45.43,4.7,0,3.02
1991-03-30,7.15472496573745,45.49,4.2,0,3.02
1991-03-31,7.00015287737521,45.353,4.2,2.2,3.18
1991-04-01,7.31147409223551,45.497,3.2,0,3.2
1991-04-02,7.6315575269133,45.5,3.5,1.5,3.03
1991-04-03,7.00015287737521,45.51,4.4,4.9,3.03
1991-04-04,6.69748562160019,45.51,4.4,2.5,3.03
1991-04-05,6.25947325336215,45.523,4.5,0,3.03
1991-04-06,6.11767823951416,45.543,3.5,0,3.03
1991-04-07,7.00015287737521,45.55,3.8,0,3.03
1991-04-08,6.25947325336215,45.55,7.5,0,3.03
1991-04-09,6.69748562160019,45.55,4.7,0,3.03
1991-04-10,6.40336372450504,45.56,5,0,3.03
1991-04-11,6.25947325336215,45.56,3.8,0,3.03
1991-04-12,5.31014545584433,45.577,3.7,0,3.03
1991-04-13,4.9335550361983,45.59,4,0,3.03
1991-04-14,4.9335550361983,45.6,4.6,0,3.03
1991-04-15,5.18263450931029,45.6,4.5,0,3.03
1991-04-16,5.18263450931029,45.6,4.3,0,3.03
1991-04-17,5.18263450931029,45.6,4.8,0,3.03
1991-04-18,4.81195876534065,45.6,3.4,0,3.03
1991-04-19,4.69230626783197,45.6,5,0,3.03
1991-04-20,4.69230626783197,45.6,4.1,0,3.03
1991-04-21,5.43965566480194,45.6,4.3,0,3.03
1991-04-22,5.05710898940789,45.6,3.7,0,3.03
1991-04-23,5.84031986715349,45.6,5.3,0,3.03
1991-04-24,5.43965566480194,45.6,4,0,3.03
1991-04-25,5.43965566480194,45.6,3.2,0,3.03
1991-04-26,5.43965566480194,45.6,3.9,0,3.03
1991-04-27,5.57117894807834,45.61,4.5,0,3.03
1991-04-28,5.43965566480194,45.617,4.1,0.5,3.03
1991-04-29,5.05710898940789,45.62,4.6,0,3.03
1991-04-30,4.69230626783197,45.62,3.3,0,3.03
1991-05-01,4.1227118052097,45.62,4,0,3.03
1991-05-02,4.01442844356286,45.62,4.6,0,3.03
1991-05-03,4.34487194983263,45.62,3.2,0,3.03
1991-05-04,4.34487194983263,45.62,4,0,3.03
1991-05-05,4.34487194983263,45.62,3.6,0,3.03
1991-05-06,4.57458360974202,45.62,2.5,0,3.03
1991-05-07,4.69230626783197,45.62,3.9,0,3.03
1991-05-08,4.23285495305467,45.62,4,12.3,3.03
1991-05-09,4.1227118052097,45.63,2.6,0,3.03
1991-05-10,3.70059604709979,45.63,3.8,0,3.03
1991-05-11,4.01442844356286,45.63,3.5,4.1,3.03
1991-05-12,4.34487194983263,45.63,5,0,3.03
1991-05-13,4.57458360974202,45.63,1.1,3.1,3.03
1991-05-14,4.57458360974202,45.63,2.2,0,3.03
1991-05-15,4.34487194983263,45.63,2,0.5,3.03
1991-05-16,4.69230626783197,45.62,3,0,3.03
1991-05-17,5.31014545584433,45.623,3.2,0,3.03
1991-05-18,5.57117894807834,45.63,3.2,0,3.03
1991-05-19,4.9335550361983,45.63,3.4,0,3.03
1991-05-20,5.05710898940789,45.63,3.2,0,3.03
1991-05-21,4.69230626783197,45.637,3.2,0,3.03
1991-05-22,4.23285495305467,45.643,3.4,0,3.03
1991-05-23,4.34487194983263,45.65,3.6,0,3.03
1991-05-24,4.01442844356286,45.65,6.6,0,3.03
1991-05-25,4.01442844356286,45.65,3.6,0,3.03
1991-05-26,3.90799077874446,45.65,3.3,0,3.03
1991-05-27,4.4587768319428,45.65,5.2,0,3.03
1991-05-28,4.4587768319428,45.65,5.9,0,3.03
1991-05-29,4.01442844356286,45.65,5.9,0,3.03
1991-05-30,3.70059604709979,45.65,3.2,1,3.03
1991-05-31,3.50041435084459,45.65,4.6,0,3.03
1991-06-01,3.80338469444433,45.65,3.9,0,3.03
1991-06-02,2.9420081188694,45.64,3.2,0,3.03
1991-06-03,3.03076981761537,45.63,2.8,0,3.03
1991-06-04,3.03076981761537,45.62,3,0,3.03
1991-06-05,2.60370545470308,45.61,2.5,0.7,3.03
1991-06-06,2.60370545470308,45.6,2.7,15.5,3.03
1991-06-07,2.68579843339533,45.6,2.3,0,3.03
1991-06-08,4.23285495305467,45.6,1.5,0,3.03
1991-06-09,3.70059604709979,45.6,3,0,3.03
1991-06-10,3.90799077874446,45.6,3.1,1,3.03
1991-06-11,3.80338469444433,45.6,1.8,0,3.03
1991-06-12,3.50041435084459,45.6,2.3,0,3.03
1991-06-13,3.50041435084459,45.6,3.7,0,3.03
1991-06-14,3.70059604709979,45.6,4,1,3.03
1991-06-15,3.80338469444433,45.6,3.7,0,3.03
1991-06-16,3.80338469444433,45.6,2.4,0,3.03
1991-06-17,4.23285495305467,45.6,3,0,3.03
1991-06-18,4.34487194983263,45.59,1.4,0,3.03
1991-06-19,3.80338469444433,45.59,2.9,0,3.03
